Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
June 16_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_12_13_['custody', 'by', 'the', 'police', 'on']_['in', 'the', 'southwestern', 'town', 'of']_0
16 in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_13_14_['by', 'the', 'police', 'on', 'June']_['the', 'southwestern', 'town', 'of', 'Dali']_0
in the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_14_15_['the', 'police', 'on', 'June', '16']_['southwestern', 'town', 'of', 'Dali', 'where']_0
the southwestern_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_15_16_['police', 'on', 'June', '16', 'in']_['town', 'of', 'Dali', 'where', 'he']_0
southwestern town_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_16_17_['on', 'June', '16', 'in', 'the']_['of', 'Dali', 'where', 'he', 'lives']_0
town of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_17_18_['June', '16', 'in', 'the', 'southwestern']_['Dali', 'where', 'he', 'lives', 'a']_0
of Dali_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_18_19_['16', 'in', 'the', 'southwestern', 'town']_['where', 'he', 'lives', 'a', 'writer']_0
Dali where_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_19_20_['in', 'the', 'southwestern', 'town', 'of']_['he', 'lives', 'a', 'writer', 'who']_0
where he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_20_21_['the', 'southwestern', 'town', 'of', 'Dali']_['lives', 'a', 'writer', 'who', 'has']_0
he lives_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_21_22_['southwestern', 'town', 'of', 'Dali', 'where']_['a', 'writer', 'who', 'has', 'had']_0
lives a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_22_23_['town', 'of', 'Dali', 'where', 'he']_['writer', 'who', 'has', 'had', 'regular']_0
a writer_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_23_24_['of', 'Dali', 'where', 'he', 'lives']_['who', 'has', 'had', 'regular', 'online']_0
writer who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_24_25_['Dali', 'where', 'he', 'lives', 'a']_['has', 'had', 'regular', 'online', 'contact']_0
who has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_25_26_['where', 'he', 'lives', 'a', 'writer']_['had', 'regular', 'online', 'contact', 'with']_0
has had_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_26_27_['he', 'lives', 'a', 'writer', 'who']_['regular', 'online', 'contact', 'with', 'him']_0
had regular_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_27_28_['lives', 'a', 'writer', 'who', 'has']_['online', 'contact', 'with', 'him', '<name>Xu']_0
regular online_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_28_29_['a', 'writer', 'who', 'has', 'had']_['contact', 'with', 'him', '<name>Xu', 'Hui</name>']_0
online contact_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_29_30_['writer', 'who', 'has', 'had', 'regular']_['with', 'him', '<name>Xu', 'Hui</name>', 'said']_0
contact with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_30_31_['who', 'has', 'had', 'regular', 'online']_['him', '<name>Xu', 'Hui</name>', 'said', 'by']_0
with him_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_31_32_['has', 'had', 'regular', 'online', 'contact']_['<name>Xu', 'Hui</name>', 'said', 'by', 'telephone']_0
him <name>Xu_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_32_33_['had', 'regular', 'online', 'contact', 'with']_['Hui</name>', 'said', 'by', 'telephone']_0
<name>Xu Hui</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_33_34_['regular', 'online', 'contact', 'with', 'him']_['said', 'by', 'telephone']_1
Hui</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_34_35_['online', 'contact', 'with', 'him', '<name>Xu']_['by', 'telephone']_0
said by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_35_36_['contact', 'with', 'him', '<name>Xu', 'Hui</name>']_['telephone']_0
by telephone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_36_37_['with', 'him', '<name>Xu', 'Hui</name>', 'said']_[]_0
The activist <name>Lu_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['Yuyu</name>', 'was', 'taken', 'into', 'custody']_0
activist <name>Lu Yuyu</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['The']_['was', 'taken', 'into', 'custody', 'by']_0
<name>Lu Yuyu</name> was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['The', 'activist']_['taken', 'into', 'custody', 'by', 'the']_0
Yuyu</name> was taken_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_3_5_['The', 'activist', '<name>Lu']_['into', 'custody', 'by', 'the', 'police']_0
was taken into_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_4_6_['The', 'activist', '<name>Lu', 'Yuyu</name>']_['custody', 'by', 'the', 'police', 'on']_0
taken into custody_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_5_7_['The', 'activist', '<name>Lu', 'Yuyu</name>', 'was']_['by', 'the', 'police', 'on', 'June']_0
into custody by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_6_8_['activist', '<name>Lu', 'Yuyu</name>', 'was', 'taken']_['the', 'police', 'on', 'June', '16']_0
custody by the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_7_9_['<name>Lu', 'Yuyu</name>', 'was', 'taken', 'into']_['police', 'on', 'June', '16', 'in']_0
by the police_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_8_10_['Yuyu</name>', 'was', 'taken', 'into', 'custody']_['on', 'June', '16', 'in', 'the']_0
the police on_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_9_11_['was', 'taken', 'into', 'custody', 'by']_['June', '16', 'in', 'the', 'southwestern']_0
police on June_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_10_12_['taken', 'into', 'custody', 'by', 'the']_['16', 'in', 'the', 'southwestern', 'town']_0
on June 16_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_11_13_['into', 'custody', 'by', 'the', 'police']_['in', 'the', 'southwestern', 'town', 'of']_0
June 16 in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_12_14_['custody', 'by', 'the', 'police', 'on']_['the', 'southwestern', 'town', 'of', 'Dali']_0
16 in the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_13_15_['by', 'the', 'police', 'on', 'June']_['southwestern', 'town', 'of', 'Dali', 'where']_0
in the southwestern_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_14_16_['the', 'police', 'on', 'June', '16']_['town', 'of', 'Dali', 'where', 'he']_0
the southwestern town_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_15_17_['police', 'on', 'June', '16', 'in']_['of', 'Dali', 'where', 'he', 'lives']_0
southwestern town of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_16_18_['on', 'June', '16', 'in', 'the']_['Dali', 'where', 'he', 'lives', 'a']_0
town of Dali_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_17_19_['June', '16', 'in', 'the', 'southwestern']_['where', 'he', 'lives', 'a', 'writer']_0
of Dali where_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_18_20_['16', 'in', 'the', 'southwestern', 'town']_['he', 'lives', 'a', 'writer', 'who']_0
Dali where he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_19_21_['in', 'the', 'southwestern', 'town', 'of']_['lives', 'a', 'writer', 'who', 'has']_0
where he lives_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_20_22_['the', 'southwestern', 'town', 'of', 'Dali']_['a', 'writer', 'who', 'has', 'had']_0
he lives a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_21_23_['southwestern', 'town', 'of', 'Dali', 'where']_['writer', 'who', 'has', 'had', 'regular']_0
lives a writer_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_22_24_['town', 'of', 'Dali', 'where', 'he']_['who', 'has', 'had', 'regular', 'online']_0
a writer who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_23_25_['of', 'Dali', 'where', 'he', 'lives']_['has', 'had', 'regular', 'online', 'contact']_0
writer who has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_24_26_['Dali', 'where', 'he', 'lives', 'a']_['had', 'regular', 'online', 'contact', 'with']_0
who has had_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_25_27_['where', 'he', 'lives', 'a', 'writer']_['regular', 'online', 'contact', 'with', 'him']_0
has had regular_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_26_28_['he', 'lives', 'a', 'writer', 'who']_['online', 'contact', 'with', 'him', '<name>Xu']_0
had regular online_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_27_29_['lives', 'a', 'writer', 'who', 'has']_['contact', 'with', 'him', '<name>Xu', 'Hui</name>']_0
regular online contact_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_28_30_['a', 'writer', 'who', 'has', 'had']_['with', 'him', '<name>Xu', 'Hui</name>', 'said']_0
online contact with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_29_31_['writer', 'who', 'has', 'had', 'regular']_['him', '<name>Xu', 'Hui</name>', 'said', 'by']_0
contact with him_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_30_32_['who', 'has', 'had', 'regular', 'online']_['<name>Xu', 'Hui</name>', 'said', 'by', 'telephone']_0
with him <name>Xu_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_31_33_['has', 'had', 'regular', 'online', 'contact']_['Hui</name>', 'said', 'by', 'telephone']_0
him <name>Xu Hui</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_32_34_['had', 'regular', 'online', 'contact', 'with']_['said', 'by', 'telephone']_0
<name>Xu Hui</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_33_35_['regular', 'online', 'contact', 'with', 'him']_['by', 'telephone']_0
Hui</name> said by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_34_36_['online', 'contact', 'with', 'him', '<name>Xu']_['telephone']_0
said by telephone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_35_37_['contact', 'with', 'him', '<name>Xu', 'Hui</name>']_[]_0
Dali_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['a', 'popular', 'and', 'mountainous', 'tourist']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['Dali']_['popular', 'and', 'mountainous', 'tourist', 'area']_0
popular_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['Dali', 'a']_['and', 'mountainous', 'tourist', 'area', 'in']_0
and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['Dali', 'a', 'popular']_['mountainous', 'tourist', 'area', 'in', 'Yunnan']_0
mountainous_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['Dali', 'a', 'popular', 'and']_['tourist', 'area', 'in', 'Yunnan', 'Province']_0
tourist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_5_5_['Dali', 'a', 'popular', 'and', 'mountainous']_['area', 'in', 'Yunnan', 'Province', 'has']_0
area_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_6_6_['a', 'popular', 'and', 'mountainous', 'tourist']_['in', 'Yunnan', 'Province', 'has', 'in']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_7_7_['popular', 'and', 'mountainous', 'tourist', 'area']_['Yunnan', 'Province', 'has', 'in', 'recent']_0
Yunnan_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_8_8_['and', 'mountainous', 'tourist', 'area', 'in']_['Province', 'has', 'in', 'recent', 'years']_0
Province_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_9_9_['mountainous', 'tourist', 'area', 'in', 'Yunnan']_['has', 'in', 'recent', 'years', 'drawn']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_10_10_['tourist', 'area', 'in', 'Yunnan', 'Province']_['in', 'recent', 'years', 'drawn', 'a']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_11_11_['area', 'in', 'Yunnan', 'Province', 'has']_['recent', 'years', 'drawn', 'a', 'growing']_0
recent_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_12_12_['in', 'Yunnan', 'Province', 'has', 'in']_['years', 'drawn', 'a', 'growing', 'number']_0
years_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_13_13_['Yunnan', 'Province', 'has', 'in', 'recent']_['drawn', 'a', 'growing', 'number', 'of']_0
drawn_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_14_14_['Province', 'has', 'in', 'recent', 'years']_['a', 'growing', 'number', 'of', 'Chinese']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_15_15_['has', 'in', 'recent', 'years', 'drawn']_['growing', 'number', 'of', 'Chinese', 'fleeing']_0
growing_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_16_16_['in', 'recent', 'years', 'drawn', 'a']_['number', 'of', 'Chinese', 'fleeing', 'hectic']_0
number_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_17_17_['recent', 'years', 'drawn', 'a', 'growing']_['of', 'Chinese', 'fleeing', 'hectic', 'polluted']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_18_18_['years', 'drawn', 'a', 'growing', 'number']_['Chinese', 'fleeing', 'hectic', 'polluted', 'urban']_0
Chinese_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_19_19_['drawn', 'a', 'growing', 'number', 'of']_['fleeing', 'hectic', 'polluted', 'urban', 'centers']_0
fleeing_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_20_20_['a', 'growing', 'number', 'of', 'Chinese']_['hectic', 'polluted', 'urban', 'centers']_0
hectic_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_21_21_['growing', 'number', 'of', 'Chinese', 'fleeing']_['polluted', 'urban', 'centers']_0
polluted_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_22_22_['number', 'of', 'Chinese', 'fleeing', 'hectic']_['urban', 'centers']_0
urban_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_23_23_['of', 'Chinese', 'fleeing', 'hectic', 'polluted']_['centers']_0
centers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_24_24_['Chinese', 'fleeing', 'hectic', 'polluted', 'urban']_[]_0
Dali a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['popular', 'and', 'mountainous', 'tourist', 'area']_0
a popular_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['Dali']_['and', 'mountainous', 'tourist', 'area', 'in']_0
popular and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['Dali', 'a']_['mountainous', 'tourist', 'area', 'in', 'Yunnan']_0
and mountainous_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['Dali', 'a', 'popular']_['tourist', 'area', 'in', 'Yunnan', 'Province']_0
mountainous tourist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_4_5_['Dali', 'a', 'popular', 'and']_['area', 'in', 'Yunnan', 'Province', 'has']_0
tourist area_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_5_6_['Dali', 'a', 'popular', 'and', 'mountainous']_['in', 'Yunnan', 'Province', 'has', 'in']_0
area in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_6_7_['a', 'popular', 'and', 'mountainous', 'tourist']_['Yunnan', 'Province', 'has', 'in', 'recent']_0
in Yunnan_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_7_8_['popular', 'and', 'mountainous', 'tourist', 'area']_['Province', 'has', 'in', 'recent', 'years']_0
Yunnan Province_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_8_9_['and', 'mountainous', 'tourist', 'area', 'in']_['has', 'in', 'recent', 'years', 'drawn']_0
Province has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_9_10_['mountainous', 'tourist', 'area', 'in', 'Yunnan']_['in', 'recent', 'years', 'drawn', 'a']_0
has in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_10_11_['tourist', 'area', 'in', 'Yunnan', 'Province']_['recent', 'years', 'drawn', 'a', 'growing']_0
in recent_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_11_12_['area', 'in', 'Yunnan', 'Province', 'has']_['years', 'drawn', 'a', 'growing', 'number']_0
recent years_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_12_13_['in', 'Yunnan', 'Province', 'has', 'in']_['drawn', 'a', 'growing', 'number', 'of']_0
years drawn_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_13_14_['Yunnan', 'Province', 'has', 'in', 'recent']_['a', 'growing', 'number', 'of', 'Chinese']_0
drawn a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_14_15_['Province', 'has', 'in', 'recent', 'years']_['growing', 'number', 'of', 'Chinese', 'fleeing']_0
a growing_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_15_16_['has', 'in', 'recent', 'years', 'drawn']_['number', 'of', 'Chinese', 'fleeing', 'hectic']_0
growing number_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_16_17_['in', 'recent', 'years', 'drawn', 'a']_['of', 'Chinese', 'fleeing', 'hectic', 'polluted']_0
number of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_17_18_['recent', 'years', 'drawn', 'a', 'growing']_['Chinese', 'fleeing', 'hectic', 'polluted', 'urban']_0
of Chinese_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_18_19_['years', 'drawn', 'a', 'growing', 'number']_['fleeing', 'hectic', 'polluted', 'urban', 'centers']_0
Chinese fleeing_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_19_20_['drawn', 'a', 'growing', 'number', 'of']_['hectic', 'polluted', 'urban', 'centers']_0
fleeing hectic_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_20_21_['a', 'growing', 'number', 'of', 'Chinese']_['polluted', 'urban', 'centers']_0
hectic polluted_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_21_22_['growing', 'number', 'of', 'Chinese', 'fleeing']_['urban', 'centers']_0
polluted urban_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_22_23_['number', 'of', 'Chinese', 'fleeing', 'hectic']_['centers']_0
urban centers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_23_24_['of', 'Chinese', 'fleeing', 'hectic', 'polluted']_[]_0
Dali a popular_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['and', 'mountainous', 'tourist', 'area', 'in']_0
a popular and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['Dali']_['mountainous', 'tourist', 'area', 'in', 'Yunnan']_0
popular and mountainous_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['Dali', 'a']_['tourist', 'area', 'in', 'Yunnan', 'Province']_0
and mountainous tourist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_3_5_['Dali', 'a', 'popular']_['area', 'in', 'Yunnan', 'Province', 'has']_0
mountainous tourist area_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_4_6_['Dali', 'a', 'popular', 'and']_['in', 'Yunnan', 'Province', 'has', 'in']_0
