title, author, rating, format, pages, publish_date
Common Sense,Thomas Paine,3.97,Paperback,104,September 6th 2005
The Girl Who Kicked the Hornet's Nest (Millennium #3),Stieg Larsson,4.22,Hardcover,563,May 23rd 2010
The House at Pooh Corner (Winnie-the-Pooh #2),A.A. Milne,4.36,Hardcover,180,October 31st 1988
Much Ado About Nothing,William Shakespeare,4.06,Paperback,246,2004
The Power of One (The Power of One #1),Bryce Courtenay,4.35,Paperback,544,September 29th 1996
Shōgun (Asian Saga #1),James Clavell,4.38,Paperback,1152,February 19th 2009
Notes from Underground White Nights The Dream of a Ridiculous Man and Selections from The House of the Dead,Fyodor Dostoyevsky,4.17,Paperback,233,November 2nd 2004
Something Wicked This Way Comes,Ray Bradbury,3.95,Mass Market Paperback,293,March 1st 1998
Antigone (The Theban Plays #3),Sophocles,3.62,Paperback,80,December 1st 2005
Inferno (The Divine Comedy #1),Dante Alighieri,4.00,Paperback,490,December 9th 2003
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.26,Mass Market Paperback,1088,September 23rd 2003
Oedipus Rex  (The Theban Plays #1),Sophocles,3.69,Paperback,75,June 22nd 2006
Fear and Loathing in Las Vegas,Hunter S. Thompson,4.08,Paperback,204,June 1998
Holy Bible: New International Version,Anonymous,4.60,Hardcover,1248,February 1st 1985
Girl with a Pearl Earring,Tracy Chevalier,3.87,Paperback,233,2005
Kafka on the Shore,Haruki Murakami,4.13,Paperback,467,January 3rd 2006
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.08,Kindle Edition,258,February 26th 2008
A Walk to Remember,Nicholas Sparks,4.16,Paperback,240,September 1st 2004
The Glass Menagerie,Tennessee Williams,3.69,Paperback,104,June 17th 1999
Hatchet,Gary Paulsen,3.70,Hardcover,208,April 1st 2000
The Art of Racing in the Rain,Garth Stein,4.20,Hardcover,321,May 13th 2008
The Idiot,Fyodor Dostoyevsky,4.19,Paperback,667,April 8th 2003
Native Son,Richard Wright,3.98,Paperback,504,August 2nd 2005
Silent Spring,Rachel Carson,3.96,Paperback,378,October 22nd 2002
Old Yeller,Fred Gipson,4.08,Paperback,132,May 15th 2001
Life Application Study Bible: NIV,Anonymous,4.66,Leather Bound,2400,March 18th 1997
Shantaram,Gregory David Roberts,4.27,Paperback,936,2004
The Complete Poems of Emily Dickinson,Emily Dickinson,4.21,Paperback,770,1960
Cosmos,Carl Sagan,4.36,Mass Market Paperback,384,May 7th 2002
American Psycho,Bret Easton Ellis,3.82,Paperback,399,March 1991
Jurassic Park (Jurassic Park #1),Michael Crichton,4.00,Mass Market Paperback,399,December 1991
The Complete Persepolis,Marjane Satrapi,4.38,Paperback,341,October 30th 2007
The Once and Future King (The Once and Future King #1-4),T.H. White,4.08,Mass Market Paperback,639,June 15th 1987
City of Bones (The Mortal Instruments #1),Cassandra Clare,4.11,Hardcover,485,March 27th 2007
Heidi,Johanna Spyri,3.98,Paperback,352,November 15th 2002
Cloud Atlas,David Mitchell,4.02,Paperback,509,August 17th 2004
Little House on the Prairie (Little House #2),Laura Ingalls Wilder,4.19,Paperback,335,April 8th 2008
Mrs. Dalloway,Virginia Woolf,3.79,Hardcover,194,October 28th 2002
Breakfast at Tiffany's,Truman Capote,3.89,Paperback,142,1993
My Ántonia (Great Plains Trilogy #3),Willa Cather,3.78,Paperback,232,February 20th 2000
The Jungle Books,Rudyard Kipling,4.02,Paperback,368,May 3rd 2005
Mansfield Park,Jane Austen,3.85,Paperback,507,2003
The Sound and the Fury,William Faulkner,3.86,Paperback,326,October 1990
Waiting for Godot,Samuel Beckett,3.83,Paperback,109,2011
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,4.11,Hardcover,352,May 1st 2014
Anthem,Ayn Rand,3.63,Paperback,105,December 1st 1999
Narrative of the Life of Frederick Douglass,Frederick Douglass,4.00,Paperback,158,September 1st 2004
Stargirl (Stargirl #1),Jerry Spinelli,3.75,Paperback,186,September 2002
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages #6),Jules Verne,3.88,Hardcover,394,April 1st 2002
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.96,Hardcover,320,October 17th 2006
Inkheart (Inkworld #1),Cornelia Funke,3.87,Paperback,548,June 1st 2005
The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,4.15,Hardcover,168,September 14th 2001
Gone Girl,Gillian Flynn,4.06,Paperback,415,April 22nd 2014
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,Paperback,178,June 2nd 2003
The Diving Bell and the Butterfly,Jean-Dominique Bauby,4.01,Paperback,132,June 23rd 1998
Black Beauty,Anna Sewell,3.95,Paperback,245,March 1st 2003
The Epic of Gilgamesh,Anonymous,3.67,Paperback,120,May 4th 2006
The Heart Is a Lonely Hunter,Carson McCullers,3.97,Paperback,359,September 8th 2000
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.06,Hardcover,370,February 2nd 2010
The Art of Happiness,Dalai Lama XIV,4.16,Hardcover,336,October 26th 1998
The War of the Worlds,H.G. Wells,3.81,Paperback,192,March 12th 2002
She's Come Undone,Wally Lamb,3.86,Mass Market Paperback,465,June 28th 1998
Pippi Longstocking,Astrid Lindgren,4.12,Mass Market Paperback,160,April 21st 2005
The Bluest Eye,Toni Morrison,4.00,Paperback,216,September 6th 2005
Wonder,R.J. Palacio,4.45,Hardcover,315,February 14th 2012
The Voyage of the Dawn Treader (Chronicles of Narnia #3),C.S. Lewis,4.09,Hardcover,248,September 1st 2006
The Night Circus,Erin Morgenstern,4.04,Hardcover,387,September 13th 2011
Still Alice,Lisa Genova,4.31,Paperback,292,July 6th 2007
Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,Hardcover,291,October 18th 2005
The Remains of the Day,Kazuo Ishiguro,4.12,Paperback,258,2005
Sarah's Key,Tatiana de Rosnay,4.15,Hardcover,294,June 2007
The Thirteenth Tale,Diane Setterfield,3.95,Hardcover,406,September 12th 2006
White Fang,Jack London,3.96,Paperback,252,January 1st 2001
Middlemarch,George Eliot,3.95,Paperback,904,2004
A Time to Kill (Jake Brigance #1),John Grisham,4.05,Paperback,515,March 15th 2004
I Know This Much Is True,Wally Lamb,4.18,Paperback,897,May 1999
Northanger Abbey,Jane Austen,3.81,Paperback,251,March 3rd 2005
The Elephant Tree,R.D. Ronald,3.54,Paperback,252,2010
A Portrait of the Artist as a Young Man,James Joyce,3.61,Paperback,329,March 25th 2003
Houdini Heart,Ki Longfellow,4.23,Paperback,254,April 25th 2011
The Wind-Up Bird Chronicle,Haruki Murakami,4.17,Paperback,607,1997
Howl's Moving Castle (Howl's Moving Castle #1),Diana Wynne Jones,4.30,Mass Market Paperback,329,August 1st 2001
Trainspotting,Irvine Welsh,4.09,Paperback,430,July 11th 1994
King Lear,William Shakespeare,3.90,Mass Market Paperback,316,2004
Bridget Jones's Diary (Bridget Jones #1),Helen Fielding,3.76,Paperback,288,June 1st 1999
The Amber Spyglass (His Dark Materials #3),Philip Pullman,4.08,Mass Market Paperback,467,September 9th 2003
The Magician's Nephew (Chronicles of Narnia #6),C.S. Lewis,4.03,Paperback,221,May 4th 2005
Around the World in Eighty Days (Extraordinary Voyages #11),Jules Verne,3.92,Paperback,252,February 26th 2004
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.09,Hardcover,336,September 2nd 2010
White Oleander,Janet Fitch,3.95,Paperback,446,September 1st 2001
The Merchant of Venice,William Shakespeare,3.80,Paperback,237,1992
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,Paperback,399,July 5th 2005
The Hunchback of Notre-Dame,Victor Hugo,3.99,Paperback,510,April 10th 2001
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.92,Paperback,334,February 1st 2007
Different Seasons,Stephen King,4.35,Mass Market Paperback,560,February 16th 1995
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,Hardcover,450,2006
Veronika Decides to Die,Paulo Coelho,3.70,Paperback,210,June 1st 2006
Snow Flower and the Secret Fan,Lisa See,4.07,Paperback,269,February 21st 2006
A Wizard of Earthsea (Earthsea Cycle #1),Ursula K. Le Guin,4.00,Paperback,183,September 28th 2004
The Prince and the Pauper,Mark Twain,3.85,Paperback,240,May 1st 2002
Harper Lee's To Kill a Mockingbird,Harold Bloom,4.40,Paperback,98,June 30th 2004
Breakfast of Champions,Kurt Vonnegut,4.08,Paperback,303,May 1999
The Power of Myth,Joseph Campbell,4.30,Paperback,320,June 1st 1988
The Memory Keeper's Daughter,Kim Edwards,3.65,Paperback,401,May 30th 2006
Ishmael: An Adventure of the Mind and Spirit (Ishmael #1),Daniel Quinn,3.99,Paperback,266,July 1995
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,Hardcover,342,September 12th 2006
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,4.20,Hardcover,51,October 1st 1992
I Robot (Robot #0.1),Isaac Asimov,4.19,Hardcover,224,June 1st 2004
The Hunger Games Trilogy Boxset (The Hunger Games #1-3),Suzanne Collins,4.48,Capa dura,1155,August 24th 2010
To Live and Drink in L.A.,Ben Peller,3.95,Paperback,352,April 2011
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.04,Paperback,70,July 11th 1997
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,Paperback,639,August 25th 2001
Cold Mountain,Charles Frazier,3.85,Paperback,356,September 1st 2006
11/22/63,Stephen King,4.31,Hardcover,849,November 8th 2011
Like Water for Chocolate,Laura Esquivel,3.94,Paperback,224,September 16th 1993
Amelia Bedelia  (Amelia Bedelia #1),Peggy Parish,4.16,Paperback,64,December 26th 2012
The Prince of Tides,Pat Conroy,4.23,Paperback,679,March 26th 2002
گم شده ای در مه,سید مرتضی مصطفوی,4.04,Paperback,82,January 2nd 2016
To the Lighthouse,Virginia Woolf,3.77,Paperback,209,December 27th 1989
Ivanhoe,Walter Scott,3.75,Paperback,544,March 30th 2000
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,4.00,Mass Market Paperback,460,May 25th 1989
The Eye of the World (The Wheel of Time #1),Robert Jordan,4.19,Mass Market Paperback,814,November 15th 1990
The Witches,Roald Dahl,4.17,Paperback,208,1997
On the Beach,Nevil Shute,3.93,Paperback,296,October 31st 2002
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.23,Hardcover,558,September 18th 2007
The Wasp Factory,Iain Banks,3.84,Paperback,192,1998
The Devil in the White City: Murder Magic and Madness at the Fair That Changed America,Erik Larson,3.99,Audio Cassette,447,February 11th 2003
Lady Chatterley's Lover,D.H. Lawrence,3.50,Hardcover,376,June 12th 1983
The Autobiography of Benjamin Franklin,Benjamin Franklin,3.82,Paperback,160,January 6th 2004
The Killer Angels (The Civil War Trilogy #2),Michael Shaara,4.31,Mass Market Paperback,345,August 12th 1987
The Zombie Room,R.D. Ronald,3.63,Kindle Edition,241,April 10th 2016
Artemis Fowl (Artemis Fowl #1),Eoin Colfer,3.84,Paperback,396,April 1st 2003
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.24,Kindle Edition,209,December 11th 2014
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.16,Mass Market Paperback,1614,November 15th 1990
The Left Hand of Darkness (Hainish Cycle #4),Ursula K. Le Guin,4.06,Paperback,304,July 1st 2000
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,Paperback,144,March 12th 2001
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,Paperback,301,January 7th 2002
Everything Is Illuminated,Jonathan Safran Foer,3.90,Paperback,276,April 1st 2003
Franny and Zooey,J.D. Salinger,3.98,Paperback,201,January 30th 2001
My Side of the Mountain (Mountain #1),Jean Craighead George,4.05,Paperback,192,April 12th 2004
The Other Boleyn Girl (The Plantagenet and Tudor Novels #9),Philippa Gregory,4.05,Paperback,661,May 21st 2003
Requiem for a Dream,Hubert Selby Jr.,4.11,Trade Paperback,279,October 12th 1999
The Aeneid,Virgil,3.83,Paperback,442,June 16th 1990
A Clash of Kings  (A Song of Ice and Fire #2),George R.R. Martin,4.41,Paperback,969,May 28th 2002
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.97,Hardcover,307,2007
A Room of One's Own,Virginia Woolf,4.13,Mass Market Paperback,112,January 1st 2000
The BFG,Roald Dahl,4.22,Paperback,199,2001
The Selfish Gene,Richard Dawkins,4.13,Paperback,360,May 25th 2006
Guess How Much I Love You,Sam McBratney,4.36,Board book,20,January 27th 2005
Alexander and the Terrible Horrible No Good Very Bad Day,Judith Viorst,4.22,Paperback,32,July 15th 1987
Outliers: The Story of Success,Malcolm Gladwell,4.13,Hardcover,309,November 18th 2008
Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,Paperback,327,March 30th 1978
Cyrano de Bergerac,Edmond Rostand,4.06,Paperback,240,August 5th 2003
Infidel,Ayaan Hirsi Ali,4.21,Hardcover,353,February 1st 2007
Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,William Shakespeare,4.42,Paperback,592,June 1st 1998
Wild Swans: Three Daughters of China,Jung Chang,4.25,Paperback,562,August 12th 2003
The Witch of Blackbird Pond,Elizabeth George Speare,3.98,Paperback,256,May 15th 1978
Bel Canto,Ann Patchett,3.93,Paperback,352,August 2nd 2005
The Satanic Verses,Salman Rushdie,3.71,Paperback,561,1997
Midnight's Children,Salman Rushdie,3.99,Paperback,647,May 1st 1995
The Federalist Papers,Alexander Hamilton,4.06,Paperback,688,April 1st 2003
World Without End (Kingsbridge #2),Ken Follett,4.25,Hardcover,1014,October 4th 2007
The Silence of the Lambs  (Hannibal Lecter #2),Thomas  Harris,4.17,Paperback,338,2002
Silas Marner,George Eliot,3.63,Paperback,262,July 1st 2005
All the Light We Cannot See,Anthony Doerr,4.33,Hardcover,531,May 6th 2014
Snow Falling on Cedars,David Guterson,3.83,Paperback,460,September 26th 1995
The Lottery and Other Stories,Shirley Jackson,4.06,Paperback,302,March 16th 2005
The Silmarillion,J.R.R. Tolkien,3.91,Hardcover,386,November 15th 2004
2001: A Space Odyssey (Space Odyssey #1),Arthur C. Clarke,4.14,Paperback,297,September 1st 2000
The English Patient,Michael Ondaatje,3.88,Hardcover,320,April 18th 2006
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,Paperback,229,August 19th 2004
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,3.97,Paperback,248,1997
The Graveyard Book,Neil Gaiman,4.13,Hardcover,307,September 30th 2008
The Secret History,Donna Tartt,4.09,Paperback,559,April 13th 2004
Factotum,Charles Bukowski,3.96,Paperback,208,May 31st 2002
The French Lieutenant's Woman,John Fowles,3.87,Paperback,470,2009
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.31,Paperback,339,October 22nd 1998
The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.90,Hardcover,335,September 6th 2007
Doctor Zhivago,Boris Pasternak,4.03,Paperback,592,March 18th 1997
The Tales of Beedle the Bard,J.K. Rowling,4.08,Hardcover,109,December 4th 2008
Midnight in the Garden of Good and Evil,John Berendt,3.91,Paperback,386,June 28th 1999
We Need to Talk About Kevin,Lionel Shriver,4.08,Paperback,400,July 3rd 2006
Invisible Monsters,Chuck Palahniuk,4.00,Paperback,304,May 1st 2018
A Storm of Swords (A Song of Ice and Fire #3),George R.R. Martin,4.54,Mass Market Paperback,1177,March 4th 2003
Skagboys,Irvine Welsh,4.06,Paperback,548,April 19th 2012
Lunar Park,Bret Easton Ellis,3.61,Paperback,404,August 29th 2006
I Have a Dream: Writings and Speeches That Changed the World,Martin Luther King Jr.,4.47,Paperback,210,April 29th 2003
Journey to the Center of the Earth (Extraordinary Voyages #3),Jules Verne,3.85,Paperback,240,April 25th 2006
Dandelion Wine,Ray Bradbury,4.09,Paperback,239,July 2000
Fahrenheit 451,Ray Bradbury,3.98,Hardcover,227,March 28th 2013
The House on Mango Street,Sandra Cisneros,3.61,Paperback,110,April 3rd 2009
Sonnets,William Shakespeare,4.25,Paperback,488,August 21st 1997
The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth,M. Scott Peck,4.05,Paperback,316,December 31st 1978
The Celestine Prophecy (Celestine Prophecy #1),James Redfield,3.63,Paperback,247,1997
Death Be Not Proud,John Gunther,3.82,Paperback,206,August 5th 1998
The Horse Whisperer,Nicholas Evans,3.80,Paperback,451,October 1st 1996
Exodus,Leon Uris,4.34,Paperback,608,January 1st 2000
The Scarlet Pimpernel,Emmuska Orczy,4.07,Kindle Edition,274,(first published 1905)
A Room with a View,E.M. Forster,3.90,Paperback,119,January 1st 2005
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,4.02,Paperback,689,December 17th 2001
Mistress Suffragette,Diana   Forbes,4.25,Kindle Edition,333,March 5th 2017
Hiroshima,John Hersey,3.96,Paperback,152,March 4th 1989
I Capture the Castle,Dodie Smith,4.00,Hardcover,343,March 31st 1998
The Historian,Elizabeth Kostova,3.78,Paperback,704,2005
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.91,Paperback,243,July 15th 2003
The Second Sex,Simone de Beauvoir,4.12,Paperback,746,December 17th 1989
Peace Like a River,Leif Enger,3.99,Paperback,312,August 7th 2002
On Writing: A Memoir of the Craft,Stephen King,4.33,Mass Market Paperback,320,July 2002
Prince Caspian (Chronicles of Narnia #2),C.S. Lewis,3.97,Hardcover,240,June 20th 2005
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.15,Paperback,368,October 19th 1999
Carrie,Stephen King,3.95,Paperback,253,November 1st 2005
A Streetcar Named Desire,Tennessee Williams,3.98,Paperback,107,December 1st 1952
Song of Solomon,Toni Morrison,4.03,Paperback,337,June 8th 2004
The Maze Runner (The Maze Runner #1),James Dashner,4.03,Hardcover,384,October 6th 2009
Vampire Academy (Vampire Academy #1),Richelle Mead,4.13,Paperback,332,August 16th 2007
Redeeming Love,Francine Rivers,4.49,Paperback,464,May 9th 2005
Complete Works of Arthur Conan Doyle,Arthur Conan Doyle,4.48,Kindle Edition,,(first published 1928)
Paper Towns,John Green,3.84,Paperback,305,September 22nd 2009
P.S. I Love You,Cecelia Ahern,4.01,Paperback,501,January 5th 2005
Utopia,Thomas More,3.52,Paperback,135,May 6th 2003
Jitterbug Perfume,Tom Robbins,4.24,Paperback,342,April 9th 2001
Survival in Auschwitz,Primo Levi,4.30,Paperback,187,September 1st 1995
Neuromancer (Sprawl #1),William Gibson,3.89,Mass Market Paperback,271,July 1st 1984
The Age of Innocence,Edith Wharton,3.94,Paperback,332,August 26th 2004
Foundation (Foundation #1),Isaac Asimov,4.15,Hardcover,244,June 1st 2004
Infinite Jest,David Foster Wallace,4.30,Paperback,1088,2005
The Lost Hero (The Heroes of Olympus #1),Rick Riordan,4.35,Hardcover,557,October 12th 2010
The Subtle Knife (His Dark Materials #2),Philip Pullman,4.12,Hardcover,326,July 22nd 1997
Cannery Row,John Steinbeck,4.03,Paperback,181,February 5th 2002
Me Before You (Me Before You #1),Jojo Moyes,4.26,Hardcover,369,December 31st 2012
The Martian,Andy Weir,4.40,Hardcover,369,February 11th 2014
The Complete Stories and Poems,Edgar Allan Poe,4.38,Hardcover,821,August 15th 1984
The Elegance of the Hedgehog,Muriel Barbery,3.75,Paperback,325,September 2nd 2008
